Id,SalePrice
1461,105506.47457883367
1462,120028.12703469035
1463,178699.76196705957
1464,191388.1353473434
1465,210887.46994283993
1466,168497.32733034727
1467,173573.67151269445
1468,157953.67855445493
1469,217666.38635711686
1470,117308.30051093339
1471,146872.307505377
1472,100747.75230991014
1473,95395.67514854693
1474,144356.49132328772
1475,106648.89560064953
1476,374087.2234272611
1477,262470.3359886898
1478,319243.63005352055
1479,312992.5143989519
1480,474979.3671312543
1481,311948.0031430464
1482,212845.9601171912
1483,173604.66019790957
1484,163599.85580430122
1485,187260.198812137
1486,188276.73041275155
1487,334779.3109554128
1488,223487.34671283502
1489,202903.1153519234
1490,254176.34982125822
1491,201971.11542003776
1492,102577.46825265023
1493,204522.47308492253
1494,305640.4216126491
1495,286134.1659780486
1496,240540.1872348393
1497,170482.52985722164
1498,176812.0088862913
1499,162154.5480565488
1500,152261.26333132258
1501,194700.05716354225
1502,134388.3189955689
1503,321958.0677435383
1504,235863.49914279033
1505,223333.00631878886
1506,190409.89868503425
1507,244976.34628494887
1508,192187.93327805412
1509,155839.35657742585
1510,145918.62682938145
1511,159427.86177494738
1512,175289.15390958462
1513,154288.49660617986
1514,164192.50100215443
1515,204508.7359641603
1516,155491.38268740068
1517,179844.96076462732
1518,119686.65307257534
1519,209410.32766932237
1520,123006.70000901469
1521,131203.0308957703
1522,189342.57742268743
1523,110009.68432790367
1524,122328.26266382006
1525,113458.05630873493
1526,104200.99340430612
1527,101920.86921858438
1528,130019.75643140334
1529,158436.8373693939
1530,216032.89055049547
1531,138990.05360203737
1532,95402.79373279167
1533,161545.97333547205
1534,128850.5986403299
1535,146096.49038850248
1536,97395.0586976728
1537,39326.65239583154
1538,156947.5920568005
1539,205072.6835169067
1540,118085.28167382057
1541,138819.17174206674
1542,156018.26816037146
1543,182372.2022968136
1544,89032.46188550559
1545,123132.47294075193
1546,141494.5783640691
1547,141338.6783819024
1548,149707.4314535613
1549,127885.46962308744
1550,140984.35874422407
1551,105846.39605679153
1552,151593.0616379251
1553,148728.9527236974
1554,118991.60932207666
1555,153726.67783463548
1556,65586.56663110212
1557,118133.16931467433
1558,106048.49919102434
1559,61128.2764721018
1560,114234.64220648853
1561,90137.05068325461
1562,131357.64291496808
1563,127583.75073689315
1564,162574.7904071455
1565,150319.0364252316
1566,229555.72221757367
1567,71467.7002070481
1568,224236.44771884254
1569,126010.33408509428
1570,129738.07488421793
1571,93687.32401220524
1572,145074.10346725176
1573,260922.72570572782
1574,127705.12885444972
1575,233538.2412979022
1576,223817.36069009744
1577,185262.62240896898
1578,160771.37603294768
1579,132871.3251585625
1580,193682.07944475708
1581,152476.81147373852
1582,138778.522705124
1583,271981.26196079457
1584,217183.3918222488
1585,134399.19601825625
1586,76627.27759785065
1587,112331.71612899343
1588,159002.16758255416
1589,98807.76714768365
1590,127931.33830346633
1591,84083.24309947109
1592,130644.41420753417
1593,134031.22420433443
1594,117821.7292422019
1595,110102.50197698595
1596,222059.68581278913
1597,211915.21479910647
1598,215865.25209242816
1599,188010.74319523887
1600,164488.3482551222
1601,51605.57963108795
1602,126587.72469389846
1603,37924.383353022975
1604,272971.60193408804
1605,225090.06838424888
1606,152529.40440966852
1607,169906.90694728715
1608,205733.05647248158
1609,192929.59978353174
1610,156677.63122602308
1611,139003.08540672623
1612,186435.8304985041
1613,160416.1899099102
1614,157945.5868008564
1615,89318.09110319638
1616,64342.9980421497
1617,85007.0063426313
1618,140198.41592262103
1619,154043.85052516393
1620,180372.38780401077
1621,128616.74085514504
1622,156240.58191221592
1623,256837.01296504273
1624,198495.41729722975
1625,113160.31288127601
1626,171129.9083530748
1627,186341.64188463835
1628,272780.8019645378
1629,180260.09822048002
1630,353987.93393829593
1631,256061.97705839796
1632,249362.75089029793
1633,180419.89681850502
1634,183180.49972700572
1635,171753.50406936056
1636,144334.629739534
1637,193664.6501539558
1638,172985.96649703162
1639,181914.5525307682
1640,238722.29877062433
1641,181721.66284018883
1642,260395.81669977063
1643,216165.3305693426
1644,232222.8296842411
1645,218594.44930737873
1646,161678.6939597876
1647,156273.84677509975
1648,128675.00728768029
1649,130331.40049166256
1650,108647.10082504677
1651,109799.35539235268
1652,102512.7860800235
1653,99895.67861781805
1654,145982.04160015273
1655,126588.86947505618
1656,141294.67260547983
1657,154852.70173005515
1658,147902.63220242772
1659,128459.72942401515
1660,148548.43415389687
1661,434402.71326881985
1662,382120.6511356869
1663,382468.3785004724
1664,534687.1213882634
1665,333262.4471674551
1666,319956.2434104156
1667,367160.6356175967
1668,363021.6238787641
1669,325039.2252257926
1670,360888.78862394753
1671,269666.22232172743
1672,400674.38141605735
1673,292308.4573934047
1674,247316.5327936249
1675,204527.87251434464
1676,207309.57180069073
1677,217344.39950750826
1678,466056.4274430411
1679,384806.8477984179
1680,337543.2992716703
1681,283868.8408542959
1682,322140.8010942064
1683,195608.40288614726
1684,172886.6043348472
1685,170958.34856325795
1686,162620.60792339605
1687,168167.4852415853
1688,180657.56568202877
1689,185534.45967690845
1690,190971.2793470415
1691,181307.9148261185
1692,252020.12099146878
1693,178775.03373434965
1694,184167.29059134622
1695,175791.99846385873
1696,257049.48587809748
1697,184351.74760784383
1698,337858.51511118247
1699,338700.92242661805
1700,273228.494583435
1701,282143.43729422975
1702,234633.3080477385
1703,229035.40574447915
1704,265689.7854477357
1705,247023.0472468204
1706,210884.47588469542
1707,232326.00200414157
1708,204579.87057743
1709,243673.6478425694
1710,223175.13098031993
1711,270793.21384555206
1712,254769.48873307405
1713,279542.89405633614
1714,217787.5322502075
1715,210774.6744591304
1716,185151.4400570317
1717,182002.6966321274
1718,146568.57739524043
1719,228398.57158335845
1720,198620.78515534347
